session_id,question,think_flag
10,新城市股东减持情况？,False
10,宁德时代近期有股权变动吗？,False
10,宁德时代最近有大股东减持吗,False
10,最近有没有上市公司发布了控股股东股权质押公告？,False
10,我的自选股近期有什么股权变动吗,False
10,东吴证券的交易提示信息,False
10,贵州茅台财务情况？,False
11,北交所大宗交易如何操作,False
11,如何查询国债逆回购的成交记录,False
11,如何更新个人信息,False
11,多个账户是否可同时开通创业板权限,False
11,如何进行大宗交易,False
11,国债逆回购是否支持撤单,False
11,如何申购北交所新股,False
11,如何开通国债逆回购权限,False
11,如何查询A股交易记录,False
11,如何更新个人信息,False
11,如何开通Level2,False
11,如何设置复权行情,False
11,如何关闭天添利余额自动委托,False
11,如何设置软件登录时长,False
11,担保证券划转是否支持撤单,False
11,RS1指标是什么,False
11,多头排列的均线参数有哪些？,False
11,RS1指标超买是不是买入信号,False
11,多头排列一般用哪些均线组合？,False
11,股票多头排列怎么看数据分析,False
11,RS1指标怎么看超买超卖？,False
11,MACD是什么指标,False
11,乐山电力30日均线图,False
11,乐山电力今天RS1趋势如何,False
11,DEA代表什么,False
11,RS1指标是什么意思,False
11,我的自选股今天表现如何？,False
11,创远信科最新业绩对股价影响如何？,False
11,宁德时代现在股价位置怎么样？,False
11,现在还能买吗？,False
11,信息技术板块资金流入排名前三的股票？,False
11,宁德时代今日资金流向情况？,False
11,新能源车产业链资金动向？,False
11,宁德时代今天表现怎么样,False
11,请告诉我的自选股有哪些最新的研报信息,False
11,创远信科的最新业绩表现如何？,False
11,今日哪些板块资金流入较多？,False
11,ai盯盘,True
11,ai看基金,True
11,ai午报,True
11,买入赛诺医疗,True
11,ai盯股,True
11,自选股的行业走势怎样？,True
11,分析我的自选,True
11,龙虎榜上有哪些个股表现突出？,False
11,看一下市场龙虎榜,False
11,龙虎榜上有哪些新上榜的股票？,False
11,自选中个股分析,True
11,今天自选股有哪些异动？,True
11,今天市场龙虎榜有哪些变化？,False
11,金山办公4月8日主力资金流向,False
11,金山办公4月9日主力资金流向,False
11,金山办公4月10日主力资金流向,False
11,金山办公3月25日主力资金流向,False
11,金山办公3月27日主力资金流向,False
11,金山办公3月30日主力资金流向,False
11,金山办公3月31日主力资金流向,False
11,金山办公4月1日主力资金流向,False
11,金山办公4月2日主力资金流向,False
11,金山办公4月3日主力资金流向,False
11,金山办公4月7日主力资金流向,False
12,哈药股份的机构评级有哪些变化,False
12,双良节能最新的市场动态是什么？,False
12,双良节能最新动态有哪些,False
12,化学制药板块有哪些公司？,False
12,新光制药最近的市场表现如何？,False
12,近期有哪些行业的研报值得关注？,False
12,新光制药属于哪个细分板块,False
12,海能达最新的财务报告有哪些？,False
12,海能达的研究报告内容是什么？,False
12,海能达最新动态,False
12,新光制药,False
12,海能达近期有哪些重要消息？,False
12,新光制药的近期表现如何,False
12,新光制药的财务数据如何？,False
12,四川九洲,False
12,新炬网络,False
12,中船汉光,False
12,钢研纳克,False
12,四川九洲,False
12,多氟多,False
12,领湃科技,False
12,天赐材料,False
12,金山办公,False
12,杭钢股份,False
12,云飞励天,False
12,三未信安,False
12,永新光学,False
12,今天市场有哪些事件需要关注,False
12,最近有哪些市场动态？,False
12,房地产产业链的最近热点资讯,False
12,近期科技产业有哪些新动态？,False
12,东吴证券的管理层近期有何变动？,False
12,东吴证券近期有哪些新闻值得关注？,False
12,贵州茅台还能继续买吗,False
12,今天市场有什么利空消息？,False
12,东吴证券最近表现怎么样,False
12,协鑫集成、格林美今天表现怎么样,False
12,证券最近表现如何,False
12,格林美今天表现怎么样,False
12,今天市场整体表现如何？,False
12,东吴证券最近走势怎么样,False
12,贵金属板块怎么看,False
12,今天有什么热点需要关注？,False
12,有什么利好利空消息,False
12,最新的财经大事有哪些？,False
12,市场动态方面有什么新消息？,False
13,5G产业未来的发展趋势是什么？,False
13,5G产业未来的发展机会有哪些？,False
13,5G 有买入信号吗,False
13,如何查看我的交易记录？,False
13,清仓东方明珠,False
13,清仓东方财富,False
13,135元买入五粮液100股,False
13,135元 300股 000858 卖出,False
13,卖出000333 500股 现价,False
13,今天自选股中是否有涨停的股票,False
13,今天市场上有多少只涨停的股票,False
13,自选股涨跌幅情况,False
13,5g产业怎么样,False
13,我想知道自选股的最新动态,False
13,利欧股份可以买吗,False
13,利欧股份的市场情绪如何？,False
13,中安科怎么样,False
13,卖一价买入200股东吴证券,False
13,如何查看我的交易记录？,False
13,卖出全部的万科,False
13,买3杯威士忌,False
13,中安科未来的走势会怎样？,False
13,我持有的利欧股份表现如何？,False
13,我持有的股票今天表现如何？,False
13,今天持仓表现,False
13,我持有的股票近期有何利好消息？,False
13,买3手威士忌,False
13,金山办公3月20日主力资金流向,False
13,金山办公3月23日主力资金流向,False
13,金山办公3月24日主力资金流向,False
13,金山办公3月24日主力资金流向,False
13,金山办公3月26日主力资金流向,False
13,金山办公3月9日主力资金流向,False
13,金山办公3月10日主力资金流向,False
13,金山办公3月13日主力资金流向,False
13,金山办公3月17日主力资金流向,False
13,金山办公3月11日主力资金流向,False
13,金山办公3月18日主力资金流向,False
13,金山办公3月12日主力资金流向,False
13,金山办公3月16日主力资金流向,False
13,金山办公3月19日主力资金流向,False
13,金山办公3月6日主力资金流向,False
14,看看中铁装配会反转吗,False
14,你会什么,False
14,最近中铁装配的成交量如何？,False
14,今天跟我自选相关的行业有哪些,False
14,龙虎榜大佬买了那些股票,False
14,中锐股份压力位在哪里,False
14,哪资金进了那晓板块,False
14,自选股中哪些资金流入较多？,False
14,自选股中主力资金流入的趋势如何？,False
14,中锐股份后期会sT吗,False
14,今天自选股中表现较好的有哪些？,False
14,隆基绿能存货周转天数行业对比,False
14,宁德时代负债率如何,False
14,国泰君安推荐的新能源消纳受益标的,False
14,沪金2506走势预测,False
14,当前适合买入159530吗,False
14,沪金今日资金流入情况？,False
14,比亚迪毛利率连续三年下降原因？,False
14,比亚迪扫雷,False
14,长江电力有什么问题？,False
14,推荐一些市场热点资讯,False
14,医疗器械行业有哪些新兴技术值得关注？,False
14,有哪些医疗器械技术正在研发中？,False
14,Pe10的股票有哪些，隶属机器人板块,False
14,银行板块今天涨跌幅多少,False
14,英科医疗这段时间涨幅较大，请帮我简单分析下是什么原因驱动,False
14,机器人板块涨跌幅多少,False
14,英科医疗这段时间涨幅较大，请帮我简单分析下是什么原因驱动,False
14,英科医疗近期涨幅较大，请帮我分析下是什么原因驱动,False
14,上海洗霸属于什么板块，帮我找下同板块的个股,False
14,上海洗霸上涨的原因是什么,False
14,AI医疗板块有哪些个股,False
14,医疗器械行业的整体表现如何？,False
14,英科医疗今天涨幅多少,False
14,今天医疗器械行业有哪些涨幅较大的股票？,False
14,医疗器械行业未来的发展趋势是怎样的？,False
14,医疗器械行业有哪些新兴公司值得关注？,False
14,医疗器械行业的主要竞争者有哪些？,False
14,医疗器械行业的竞争格局会如何变化？,False
14,目前医疗器械行业的主要挑战是什么？,False
14,哪些医疗器械技术正在快速发展？,False
14,医疗器械行业未来的发展方向是什么？,False
14,人工智能概念有哪些最新的技术迭代资讯,False
14,当前新能源汽车的销量数据如何？,False
14,换电模式的最新进展有哪些？,False
14,大数据安全概念的监管加强影响,False
14,大数据安全领域的技术趋势有哪些？,False
14,当前白酒市场的消费趋势如何,False
14,中药概念的市场趋势如何,False
14,当前白酒市场的竞争态势如何？,False
14,中药行业的市场规模如何？,False
14,中药行业有哪些新兴企业值得关注？,False
14,中药行业未来有哪些政策支持？,False
14,中药行业的政策变化有哪些影响？,False
14,中药行业的市场前景如何？,False
14,半导体概念的进口关税政策有变化吗,False
14,中药的未来发展趋势,False
14,光伏概念的市场动态有哪些,False
14,中药行业的竞争情况如何？,False
14,新能源汽车的市场趋势如何？,False
14,半导体行业有哪些新动态？,False
14,区块链概念的应用场景拓展资讯,False
14,区块链技术的最新发展是什么？,False
14,最近区块链技术有哪些新应用？,False
14,区块链技术未来的应用趋势是什么？,False
14,近期区块链技术的技术创新有哪些？,False
14,新能源汽车市场的成交量如何？,False
14,区块链的最新动态有哪些,False
14,区块链的最新技术动态有哪些？,False
14,新能源汽车概念的上涨逻辑和下跌风险分别是什么,False
14,云计算概念的国内外发展差异有哪些,False
14,区块链在金融领域的应用有哪些？,False
14,换电概念的商业模式成熟度如何,False
14,绿电概念的月度涨跌幅是多少,False
14,智能驾驶概念的L4级技术落地资讯,False
15,这些涨停股属于什么行业？,False
15,现在适合买什么股票,False
15,今日涨幅靠前的股票有哪些？,False
15,今日哪些股票涨幅超过9%？,False
15,今天有哪些强势股？,False
15,新手应该怎样买股票,False
15,新手买股票要注意什么？,False
15,哪些信息源适合新手参考？,False
15,自选股最新资讯在哪看？,False
15,我的自选股今天有什么新消息？,False
15,自选股最新公告有哪些？,False
15,如何开通增加股东账户,False
15,如何开通公司债及企业债交易权限,False
15,如何开通开放式基金账户,False
15,如何开通深市期权账户,False
15,如何开通退市整理可转债权限,False
15,新三板股票是否支持撤单,False
15,如何交易新三板,False
15,如何开通公募REITs基金交易权限,False
15,如何开通新三板权限,False
15,如何查询新三板股票委托流水,False
15,如何新开上海股东号,False
15,如何开通沪市货币ETF申赎权限,False
15,新股新债中签如何缴款,False
15,今天有哪些个股成交量较大？,False
15,今天有哪些个股放量上涨？,False
15,有哪些个股底部放量？,False
15,有哪些个股的换手率高？,False
15,今天有哪些个股成交量较大？,False
15,今天有哪些个股机构净买额较高？,False
15,今天有哪些个股成交量较大？,False
15,今天有哪些个股成交量较大？,False
15,Ai概念买入多的个股,False
15,今天有哪些个股成交量较大？,False
15,中石化和中石油，哪只更值得买入,False
15,民生银行可以买入吗,False
15,现在市场上有哪些热门低价股？,False
15,新开普怎么样,False
15,有哪些低价股值得关注？,False
15,中石化可以买入吗,False
15,目前市场上有哪些值得关注的股票？,False
15,今年股市热门股票有哪些特点,False
15,民生银行的最新消息有哪些？,False
15,1000元可以买哪些股票,False
15,小面值股票有哪些,False
16,全市场异动,True
16,今天大宗交易市场是什么情况,True
16,平安银行今日是涨还是跌,True
16,自选股关联行业,True
16,自选股最新资讯,True
16,今天自选股综合表现,True
16,自选股研报,True
16,今日市场咯龙虎榜,True
16,我有几只自选股,True
16,我的自选股有哪些,True
16,襄阳轴承4月3日主力资金,False
16,襄阳轴承4月9日主力资金,False
16,襄阳轴承4月7日主力资金,False
16,襄阳轴承主力资金,False
16,襄阳轴承4月8日主力资金,False
16,襄阳轴承4月7日主力资金,False
16,襄阳轴承3月31日主力资金,False
16,襄阳轴承4月2日主力资金,False
16,襄阳轴承4月1日主力资金,False
16,襄阳轴承4月8日主力资金,False
16,自选股中换手率最低的股票有哪些？,False
16,自选股中动态市盈率最高的是哪只？,False
16,今天自选股整体表现如何？,False
16,今天自选股中有哪些股票表现平稳？,False
16,自选股中今天跌幅最大的股票有哪些？,False
16,自选股中今天涨幅最大的股票有哪些？,False
16,自选股市盈率>10的股票有哪些?,False
16,今天自选股整体趋势如何？,False
16,自选股中波动幅度最大的股票有哪些？,False
16,自选股中动态市盈率变化最大的股票有哪些？,False
16,紫金矿业,False
16,中国平安,False
16,德尔未来最新进展？,False
16,中国平安历年来的分红,False
16,嘉泽新能,False
16,盐田港,False
16,日照港,False
16,德尔未来,False
16,天通股份,False
16,德尔未来,False
16,今天市场龙虎榜怎么样？,False
16,看一下市场龙虎榜,False
16,龙虎榜机构净买哪些股？,False
16,你这自选日报小助手只会找数据，不会说对策有什么意义,True
16,自选股中哪些行业值得关注？,True
16,证券行业操作策略,False
16,针对军工行业上涨有何对策,False
16,你不能提供策略吗,True
16,针对军工行业上涨有何对策,True
16,龙虎榜上榜自选股操作策略,True
16,长城军工操作建议,False
17,推荐一些热门产业链,False
17,新能源汽车产业链怎么样,False
17,分析下新能源汽车产业链,False
17,利好的资讯？,False
17,平安银行的当前市价是多少？,False
17,利好贵州茅台的资讯,False
17,新能源汽车产业链的最新动态是什么？,False
17,今天大宗交易市场有哪些股票啊,False
17,新能源汽车上下游情况,False
17,推荐一些热门资讯,False
17,买100张贵州茅台,False
17,中际旭创5月19日主力资金流向,False
17,厦门钨业5月15日主力资金流向,False
17,厦门钨业5月14日主力资金流向,False
17,中际旭创5月11日主力资金流向,False
17,中际旭创5月12日主力资金流向,False
17,中际旭创5月13日主力资金流向,False
17,中际旭创5月15日主力资金流向,False
17,中际旭创5月14日主力资金流向,False
17,中际旭创5月18日主力资金流向,False
17,厦门钨业4月29日主力资金流向,False
17,厦门钨业4月30日主力资金流向,False
17,厦门钨业5月6日主力资金流向,False
17,厦门钨业5月7日主力资金流向,False
17,厦门钨业5月8日主力资金流向,False
17,厦门钨业5月11日主力资金流向,False
17,厦门钨业5月12日主力资金流向,False
17,厦门钨业5月13日主力资金流向,False
17,金山办公3月30日主力资金流向,False
17,当虹科技4月2日主力资金流向,False
17,当虹科技4月3日主力资金流向,False
17,当虹科技3月31日主力资金流向,False
17,金山办公4月2日主力资金流向,False
17,当虹科技3月30日主力资金流向,False
17,金山办公3月25日主力资金流向,False
17,当虹科技3月26日主力资金流向,False
17,当虹科技4月1日主力资金流向？,False
17,金山办公4月10日主力资金流向,False
17,当虹科技3月25日主力资金流向,False
17,金山办公4月3日主力资金流向,False
17,当虹科技4月1日主力资金流向,False
17,金山办公4月7日主力资金流向,False
17,金山办公4月1日主力资金流向,False
17,当虹科技当日主力资金动向？,False
17,金山办公3月24日主力资金流向,False
17,金山办公4月8日主力资金流向,False
17,金山办公4月13日主力资金流向,False
17,当虹科技3月27日主力资金流向,False
17,当虹科技4月10日主力资金流向,False
17,当虹科技4月7日主力资金流向,False
17,金山办公4月9日主力资金流向,False
17,当虹科技4月13日主力资金流向,False
17,当虹科技3月23日主力资金流向,False
17,金山办公3月27日主力资金流向,False
17,当虹科技3月24日主力资金流向,False
17,金山办公3月23日主力资金流向,False
17,金山办公3月26日主力资金流向,False
17,金山办公3月31日主力资金流向,False
17,当虹科技当日资金流向如何？,False
17,当虹科技4月9日主力资金流向,False
17,当虹科技4月2日主力资金流向,False
17,当虹科技4月2日资金流向？,False
17,当虹科技4月8日主力资金流向,False
17,当虹科技4月1日主力资金流向,False
18,如何设置个股行情页面,False
18,如何交易开放式基金,False
18,如何交易开放式基金,False
18,如何查询信用账户的手续费,False
18,查询可转债的行情路径,False
18,如何交易可转债,False
18,如何操作可转债回售,False
18,如何在信用账户中使用现金偿还利息或负债,False
18,如何操作银证转账,False
18,如何提前购回天添利,False
18,如何购买天添利,False
18,如何变更天添利到期续做,False
18,如何交易B股,False
18,如何开通北交所权限,False
18,如何交易ETF基金,False
18,如何交易场外开放式基金,False
18,如何解绑辅银行卡,False
18,如何查看龙虎榜,False
18,如何查看账户的资产情况分析,False
18,如何操作基金定投,False
18,如何设置K线指标显示,False
18,如何开通退市整理权限,False
18,如何开通可转债权限,False
18,如何操作基金转换,False
18,如何关闭股票浏览记录,False
18,如何显示股票盘口,False
18,已有创业板权限仍无法申购创业板新股,False
18,如何找回账号和密码,False
18,如何修改基金定投,False
19,放量和缩量的标准是什么？,False
19,请帮我提炼一下贵州茅台最近研报的关键信息,False
19,分别是哪几片研报？,False
19,昨天都有谁参与了贵州茅台的大宗交易,False
19,中特估概念是什么,False
19,中特估行业中哪些行业涨幅最大？,False
19,推荐一些股票加自选,False
19,我接下来应该关注哪些题材的股票？,False
19,把贵州茅台加入自选,False
19,简要分析一下宁德时代的一季报,False
19,卖空是什么,False
19,我如何开通两融,False
19,帮我找几只与黄金相关的股票,False
19,中特估涉及的行业有哪些？,False
19,融资融券业务需要哪些抵押,False
19,融资融券业务介绍,False
19,融券费率如何计算？,False
19,融资融券如何操作？,False
19,融资融券的利率是多少？,False
19,融券的费率是多少？,False
19,融资融券的担保品有哪些？,False
19,哪些资产可作融资融券担保品？,False
19,哪些资产可作融资融券担保品？,False
19,融券费率包含哪些费用？,False
20,盲盒经济历史每年最高点和最低点月份？,False
20,请推荐5只适合长期投资的股票,False
20,如何开通科创板成长层权限,False
20,外国游客来中国的人数最近有什么趋势,False
20,太极股份2025年一季度季报,False
20,最近的上证指数二十天线和三十天线死叉的位置是多少,False
20,中国有多少家银行？,False
20,游族网络是什么时候公布的提前赎回可转债的,False
20,我想买一个银行股，不考虑股票波动，想拿股票分红，分红比较高的银行股，有推荐吗,False
20,大宗交易为什么会出现？他出现后对股价的影响会怎么样？,False
20,跟AI相关的有哪些股票,False
20,跟AI相关的有哪些股票,False
20,次新股概念的领涨股有哪些,False
20,有什么股票推荐,False
20,东吴证券有哪些关键行业,False
20,东吴证券有哪些关联行业,False
20,看一下东吴证券的今年财报,False
20,跌最狠的是哪一只股票,False
20,平安银行今日表现,False
20,东吴证券的最新研报,False
20,今天大宗交易市场是什么情况,False
20,市场今天有什么重要事件吗,False
20,今天大宗交易市场是什么情况,False
20,次新股概念的领涨股有哪些,False
20,比亚迪的分红融资情况如何,False
20,东吴证券有哪些关键行业,False
20,今天大宗交易市场是什么情况,False
20,比亚迪的分红融资情况如何,False
20,请告诉关于东吴证券的最新研报,False
20,次新股概念的领涨股有哪些,False
21,比亚迪研发投入占比多少？,False
21,5G 概念有哪些行业政策​,False
21,华宝中证科技龙头ETF股息率？,False
21,515000近三年股息率变化？,False
21,哪些地方出台了5G支持政策？,False
21,515000的股息率高吗？,False
21,515000当前估值高吗？,False
21,基金etf515000能不能买,False
21,家电行业平均毛利率是多少？,False
21,四川长虹毛利率高于行业平均吗？,False
21,体育产业有哪些最新扶持政策？,False
21,体育产业最新政策动向是什么？,False
21,浪潮信息是否存在风险？,False
21,体育产业有哪些最新扶持政策？,False
21,浪潮信息毛利率为何持续下降？,False
21,流通股本100亿以下的股票有哪些?,False
21,浪潮信息是否有问题？,False
21,体育产业有哪些最新政策？,False
21,体育产业还有哪些新政策？,False
21,体育产业近期有哪些利好？,False
21,近期哪些产业表现较好？,False
21,近期涨幅较好的产业有哪些？,False
21,英伟达投资了哪些公司,False
21,英伟达投了Marvell多少？,False
